,mobile_name,mrp,deal_price,user_review,light_weight_rating,value_for_money_rating,battery_life_rating
167,InFocus Vision 3,7999,6999,"View larger
            
        
    

                        
                    
                
                
                    
                        
                            










 
 
 
 


    
    
        
    



    




    
        
    
    


    



    
        
            
        
    
    


                            

                            








    
    
        
    





    
        
            
                View larger
            
        
    

                        
                    
                
                
                    
                        
                            










 
 
 
 


    
    
        
    



    




    
        
    
    


    



    
        
            
        
    
    


                            

                            








    
    
        
    





    
        
            
                View larger
            
        
    

                        
                    
                
            
            
                
                    
                        















     
 
     
    

    


    
    
        
    






    
        Premium Design
    

                        












     
    
      
 


    
    
        
    






    
    
        
            Be smitten with the impeccably trendy and ergonomic design of InFocus Vision 3 and get used to a superior ease of handing with smooth rounded edges and unique texture.
        
    



                    
                
                
                    
                        















     
 
     
    

    


    
    
        
    






    
        Touch of Trust
    

                        












     
    
      
 


    
    
        
    






    
    
        
            less than 0.1-second unlocking of InFocus Vision 3 at your slightest touch makes sure that all your security concerns are put torest. You can easily store up to four sets of fingerprints for convenient one-step unlocking. Assign your favourite apps & unlock them with a finger touch.
        
    



                    
                
                
                    
                        















     
 
     
    

    


    
    
        
    






    
        A Multitasker’s Delight
    

                        












     
    
      
 


    
    
        
    






    
    
        
            Now multitasking is a breeze with the one key split screen feature of InFocus Vision 3. It allows you to work on two apps simultaneously. The best part is that this feature works really well on the big 18:9 screen of InFocus Vision 3.",3.8,3.5,3.5
168,Redmi Y2,13499,10999,Y2 is best phone in price range.its potrait mode is not good background is not perfect blur but front camera is nice.good to handle and looking so good,4.2,4.2,4.0
169,Moto G6,17999,13999,"It's camera is too good.
And all is well but battery is not very good.
It's sound is amazing.",3.9,3.9,3.7
170,10.or D2,7999,4999,Very worst phone. Amazon disappointed me. Cheap plastic. Display quality vey poor . Battery worst. Amazon customer service is very very very poor,3.6,3.2,2.7
171,Lava Z61,7500,6750,"Bang for buck. Not even hanged single time, using it as primary device since my miA2 was stolen.
Definitely I miss camera but battery life is Insane. I get around 5-6 hours of screen on time.
Smooth UI ,no bloats or ad business going on.
Sound quality is good and also signal reception.
I have used Redmi 4a and 5a but I prefer this over those because of stock android like UI and essential phone type work.",4.6,3.8,3.5
172,Moto E5 Plus,12999,9999,Best budget phone,4.2,3.6,3.5
173,Huawei Nova 3i,23999,17990,"Overall good phone, camera quality is good, really good display, fast response.
But battery performance is bit poor, it drains fast when u play games and take nearly 2.15 hrs to charge from 0 to 100. Cameras doesnt have stabilisations and the face unlock is slow and doesnt work at night. I played pub g and the gaming performance was great. Overall gud phone those above mentioned problems can be solved via some software updates.",4.1,3.9,3.8
174,HTC Desire 12,15900,9990,Very bad,,,
175,Moto E5 Plus,12999,9999,"Heavey weight and worst color, performance wise good, battery is also giving 2days if normal users without playing games, if somebody looking battery life wise go for it
To buy, if ur looking lite wieght don't buy",4.2,3.6,3.5
176,Moto G6,17999,13999,"Ugh, where do I start, this phone has caused me so much grief it's not even funny. This is absolutely the worst phone ever. The kind of problems I've had on this phone, I've not faced on any phone ever. I'm unable to add a ringtone. Every app crashes, even fricking photos.

I have been a loyal customer of the Moto line since Moto G2, ever since I've looked forward to the annual updates and have always updated my phone, this line was the best value for money line of phone. But it looks like it's time to change. Motorola have really messed this one up.

The customer care is equally clueless, they keep repeating the same instructions over and over again and just want to show that they've helped you and dont really care if your issue has been resolved.

Save yourself a lot of grief, please do not buy this phone",3.9,3.9,3.7
177,Moto E5 Plus,12999,9999,"Surprisingly, phone is getting appreciated by friends. Little heavy and bulky and not suitable for people wanting light phones.",4.2,3.6,3.5
178,InFocus Vision 3,7999,6999,"View larger
            
        
    

                        
                    
                
                
                    
                        
                            










 
 
 
 


    
    
        
    



    




    
        
    
    


    



    
        
            
        
    
    


                            

                            








    
    
        
    





    
        
            
                View larger
            
        
    

                        
                    
                
                
                    
                        
                            










 
 
 
 


    
    
        
    



    




    
        
    
    


    



    
        
            
        
    
    


                            

                            








    
    
        
    





    
        
            
                View larger
            
        
    

                        
                    
                
            
            
                
                    
                        















     
 
     
    

    


    
    
        
    






    
        Selfies are Past. Do the Dualfie
    

                        












     
    
      
 


    
    
        
    






    
    
        
            With InFocus Vision 3, you can share more than just your reaction and your experiences with the ‘Dualfie’ which lets you capture the front & rear images at the same time.
        
    

    
    
        
            The 4P lens, 8MP front camera, and 5P lens, 13+5 MP dual rear cameras let you see and lets you capture both the subject and the object simultaneously.
        
    



                    
                
                
                    
                        















     
 
     
    

    


    
    
        
    






    
        Put Things in Perspective
    

                        












     
    
      
 


    
    
        
    






    
    
        
            Capture more of every scene with the premium high-resolution 13MP and 5 MP dual rear cameras of InFocus M7 Lite with auto zooming and 120 degree ultra-wide lens. 
        
    

    
    
        
            Click superb shots with the background blurring feature and post fabulous selfies enhanced with the 7 beautification levels of the 8 MP front beauty camera. 
        
    

    
    
        
            Have fun with unique features such grid photography.
        
    



                    
                
                
                    
                        















     
 
     
    

    


    
    
        
    






    
        Performance that Makes you a Winner
    

                        












     
    
      
 


    
    
        
    






    
    
        
            Get the upper hand in the game called life with the power packed performance of MTK 6737H Quad Core 1.3GHz Processor and ARM Mali T720 Image Processor of InFocus Vision 3! 
        
    

    
    
        
            Improving battery performance by a whopping 150% and increasing image performance by 50%, this powerful combo arms you well for gaming marathons without any runtime issues.",3.8,3.5,3.5
179,HTC Desire 12,15900,9990,Best ever mobile I have seen this year.,,,
180,OnePlus 6,34999,29999,"Earlier, I was using a Samsung Galaxy J7 with 1.5 GB ram. To install and use a new app, one app needed to be deleted.
I have heard a lot about One Plus mobiles and decided to give it a shot. Glad I made the choice.

Things you get along with device is Dash Charger, screen-guard on the screen and a plastic cover.

The look and feel of the device are amazing. Midnight black comes with a classy matte finish. It is somewhat slippery to handle. The plastic cover is good for protection but if you don't like it you might need to spend 1-2k extra for a cover. I bought a sandstone cover for 1k and it looks good.

The one feature which sets this phone apart is the Dash Charger: 20 minutes is all it needs to get it charged for 30-40% and for about 30 minutes it will get to 60-75% which is more than enough.

Camera quality of this phone is comparable but not better than iPhone or other devices which costs at least 20k more than this. An image clicked by an experienced photographer from OnePlus can still beat a novice to intermediate photographer's iPhone pictures.

One another Feature you get is Face Unlock which is extremely fast and you will get addicted to it. It will be difficult to use other phones which cost lower than this because you will not want to slide or enter the pin or use the fingerprint scanner to unlock the device.

You will use anything and everything for this phone instead of your laptop or tablet.
I even booked a tatkal ticket on irctc while traveling in Bangalore traffic at 10:00 am!

If you are willing to spend 35-45k on a mobile which is not going to be obsolete in at least 2 years. You should opt for this model.

Some dilemma which people face:
6GB vs 8GB
Personally, I think 8GB should be preferable not for gaming but. We can't be sure whether 6 GB would be sufficient RAM after 2 years of time. I don't play mobile games but bought 8GB model just because 6GB might be normal after 2 years.

Space: 64GB vs 128GB vs 256GB

Provided that this model does not have an sd card slot, you will be stuck with whatever model you choose.
64GB is way too low for this phone because of a single recording or some pictures might take a couple of GB. Also, you get 52GB usable space which might not be sufficient. Hence you should either go with 128 or 256 variant.

128 is the most optimal choice and one should go for 256 only if following is the case:
1) You take a lot of pictures and videos, travel a lot, and don't believe in storing those in the cloud.
2) You watch tv shows and movies downloaded on your laptop and watch it on mobile.

Example:- My brother has a 64 GB variant of Samsung mobile, 2 complete courses from coursera and a couple of videos, photos that he clicked used 48-50 GB of storage space. (85-90% of available)
Amount:- 2 complete courses 200 video lectures and family video recording short clips
Whereas in my 256 GB model even if I have entire One Piece of 800 episodes i.e. 90-120GB it will still be around 50% of storage space.

You can spend extra 5-10k on storage once, but no matter what you do you can't expand the memory to 128 or 256 after you made the purchase. Hence I would recommend deciding accordingly which suits your requirement.

The only negative point is they could have included earphones with this but sadly they have not.

Overall:- I was satisfied with the purchase I made from Amazon Prime(which gave me the subscription to one-two day delivery in metro cities and Amazon video content)",4.6,4.3,4.3
181,Samsung Galaxy On7 Prime,12990,9990,Screen is not Gorilla as claimed by Samsung broke within 10 days of purchase.worst product.don't go for it,3.9,3.7,3.7
182,LG V30+,60000,29990,"This is my third LG phone (G3, G5, and then V30+) and writing this review after 2 weeks. Got this phone at 27k (Amazon Offer + Buyback offer). This is by far the most complete phone from LG and has all features (except notification led which is least required for me).

Pros -
1. Absolutely awesome Audio+Battery life.
2. Good Back camera.
3. New features (Water resistant, oled display)
4. Happy that they have retained fm (not lyk other competitors)

Cons -
1. Average front camera (LG should give at least 13 MP front camera as per competition)
Nothing else.",4.4,4.4,4.1
183,InFocus Vision 3,7999,6999,"The phone is overheating if I watch YouTube for more than 15 minutes. And today it's 24th day I bought it, it's frequently restarting on it's own, Anyhow I switched it off and looking for a service center.
Update:
Service center returned my phone after a week, but d phone didn't even boot up. Again I had to give it back to service center.",3.8,3.5,3.5
184,Huawei P20 Lite,22999,15999,"For product related assistance contact_us on: [ 18002096555 ]
						
							Other features: Real-time face unlock with Anti-System cheating protocol",4.2,3.9,3.7
185,Lava Z61,7500,6750,"More Space for your apps
    

                        












     
    
      
 


    
    
        
    






    
    
        
            Now install your favourite apps worry-free as you get more internal storage space with Android Oreo 8.1 (Go Edition) on Z61 1GB and Android Oreo 8.1 on Z61 2GB. It shuts off apps which consume more memory and improves performance too.
        
    



                    
                
                
                    
                        















     
 
     
    

    


    
    
        
    






    
        Faster Charging
    

                        












     
    
      
 


    
    
        
    






    
    

    
    
        
            The Z61 comes with a 1.5Amp charger that allows you to charge the 3000mAh battery.",4.6,3.8,3.5
186,HTC Desire 12,15900,9990,"Clear Portraits in Any Environment
    

            












     
    
      
 


    
    
        
    






    
    

    
    
        
            The large ƒ/2.0 aperture in the front camera of HTC Desire 12+ lets in more light for accurate details in low light settings. Get clear and well-lit selfies thanks to a front-facing LED flash or enjoy the soft-tone selfie light for a natural glow in any  environment[i].
        
    

    
    
        
            [i] The ƒ/2.0 aperture and front LED flash is only available on HTC Desire 12+. HTC Desire 12 has a ƒ/2.4 aperture and no flash on the front camera.",,,
187,Redmi 6 Pro,11499,10999,"Pros:
notch display
Dual camera
Face unlock
4000 mah battery
Cons:
Some of the apps donot work in full screen mode.
No Front flash

Great product to purchase finally and its value for money.I got this phone for 10,500 and thanks to Xiaomi.",4.3,4.1,3.9
188,Samsung Galaxy A8+,41900,23990,"Thanks amazon for the phone.
Samsung a8+ best phone other than J & E seris.",4.2,4.2,4.0
189,Moto E5 Plus,12999,9999,"A pathetic phone with big battery life waste. Dont think of battery backup as it useless phone possessor is so bad not even camera open properly.
Please concedar the review before buying.",4.2,3.6,3.5
190,Honor View 10,35999,24999,"product is excellent but after sales zero.
The product is excellent but service center support zero in india.
performance ie excellent and the camera and phone is unbeatable. Amazon give quick and fast delivery but exactly wise versa done buy honor service centrer.",4.4,4.3,4.1
191,OnePlus 6,34999,29999,"Everything is flawless for this phone. The price to performance king. Flagship killer. An epitome of smartphone for companies like Apple. Never seen any faster app switching in any other smartphone. It's snappy and blazingly fast. Just one con that the speaker on this device is not good, kind of below average.",4.6,4.3,4.3
192,Honor View 10,35999,24999,Great phone.. Bought it for 23.5k...Charges from 0 to 100 in 1hr 21min flat.. However battery also draining fast.. Can be fixed with next update though..,4.4,4.3,4.1
193,Samsung Galaxy A8+,41900,23990,Battery life is less,4.2,4.2,4.0
194,HTC Desire 12,15900,9990,Siray da fuddu phone waste of money,,,
195,Huawei Nova 3,39999,29999,Nice lag free phone for your everyday use.. Go for it if you prefer looks more than performance..,4.3,4.2,3.9
196,Nokia 6.1,20095,14999,Satisfactory,3.7,3.6,3.4
197,HTC Desire 12,15900,9990,"Hold on to Those Special Moments
    

                                    













    
      
 


    
    
        
    






    
    
        
            Capture beautiful and vivid photographs, day or night, with the 13MP main camera on the HTC Desire 12 and HTC Desire 12+. And the phase detection autofocus will ensure you get clear details even if your subject is on the move.
        
    



                                
                            
                            
                                
                                    















     
 
     
    

    


    
    
        
    






    
        Inherent Beauty with Premium Style
    

                                    













    
      
 


    
    
        
    






    
    

    
    
        
            The elegant design is a tribute to our liquid surface heritage but with a new, streamlined look. The seamless frame and beautifully curved edges have a luxurious feel, and the dynamic colors add to your own unique style.
        
    



                                
                            
                            
                                
                                    















     
 
     
    

    


    
    
        
    






    
        Big Screen that’s Easy to Handle
    

                                    













    
      
 


    
    
        
    






    
    

    
    
        
            With a stunning 18:9 and 6” screen[i], HTC Desire 12+ gives you a bigger and better viewing experience to enjoy the things you love. The slender frame offers a comfortable single-handed experience and easy maneuverablity.
        
    

    
    

    
    
        
            [i] HTC Desire 12+ has a 6-inch (diagonal) screen. HTC Desire 12 has a 5.5-inch (diagonal) 5.5” screen.
        
    



                                
                            
                            
                                
                                    















     
 
     
    

    


    
    
        
    






    
        Artistic Photos with Every Shot
    

                                    













    
      
 


    
    
        
    






    
    

    
    

    
    
        
            Dual cameras[i] on HTC Desire 12+ capture multiple focal points simultaneously letting you refocus photographs after they are taken or add a bokeh effect. Bokeh mode gives you sharp foregrounds and naturally blurred backgrounds for more artistic photography.
        
    

    
    

    
    
        
            [i] Dual rear cameras only available on the HTC Desire 12+. HTC Desire 12 has a single 13MP rear camera.",,,
198,Honor 7c,12999,8499,"Everything is fine in this price segment of 10k.
Battery. Nice for a medium user
Camera good
Fingerprint,face unlock.  Nice
Display.  Nice
Security features. Nice
Design  awesome slim phone
Processor. Very good performance
Heating problem.  No
Only one weakness of this product is that it's screen is not protected by gorilla or panda glass which is required
But in this price we get features like a premium or luxury phone",3.8,3.8,3.7
199,Huawei P20 Lite,22999,15999,"The battery life of the device is somewhat  ok ok but the picture quality is certainly good as of for the price i personally don't think it is a budget smartphone, the other companies in market offers much more in the lesser price range. The screen size is Handy but again if you are a large screen lover you have a wide range out there. For the people who are into purchasing this device i would personally be recommending you to purchase a case or cover along with phone as company doesn't gives you one in the box additionally the phone has a glass look at back so a cover or 360 protection is useful.",4.2,3.9,3.7
200,Nokia 6.1,20095,14999,"Very Bad, sensor not working properly, phone getting loud speaker mode automatically when answer a call",3.7,3.6,3.4
201,OnePlus 6,34999,29999,"Picture quality of HD stream is good but other regular stream is ok
For sound you have to increase volume more than 50 % to hear clear sound , especially in hearing song or dialogue,or hearing news
Weight is also above average
Battery life is OK
Buttons given for ON/OFf are very crude should have been suffice with body
Taking into consideration above points price charge is much higher comare with other phones available in market with same specification",4.6,4.3,4.3
202,Blackberry Evolve,47990,42990,"Using it for the last 1 and half months or so. Ordered it the night amazon opened the doors to the product and myself being a fan of blackberry, I love how it performs seamlessly to any prompt action the user gives. Battery efficiency is good and it's integrated shortcuts are super and being the only lineage to offer such a feature which no other smartphone posses.",4.4,4.3,3.8
203,HTC Desire 12,15900,9990,The battery spec is really disappointing....,,,
204,Lava Z61,7500,6750,"Touchscreen ok,battery ok, light weight overall Worthy product",4.6,3.8,3.5
205,10.or G,29990,24990,I love my BlackBerry..  It's too good,,,
206,Nokia 6.1,20095,14999,"Get Going Faster than Ever
    

                        















 


    
    
        
    






    
    
        
            Charge up to 50% in 30 minutes with USB type-C charging.
        
    




                        
                    
                
            

            
                















     
 
     
    

    


    
    
        
    






    
        Android One is Android at its Best
    

                















     

     


    


    
    
        
    






                












     
    

 


    
    
        
    






    
    
        
            Android one brings a google designed software experience to the Nokia 6.1. Get easy to use interface, a curated set of pre-installed apps, and free unlimited high-quality photo storage with google photos. The Nokia 6.1 with android one stays secure and features the latest google innovations.",3.7,3.6,3.4
207,Redmi 6 Pro,11499,10999,Wooo,4.3,4.1,3.9
208,Huawei P20 Pro,69999,54999,Brilliant!!,4.5,4.5,4.4
209,InFocus Vision 3,7999,6999,"I like the this phone good working and picture quality is best the sound quality is good battery is Working 1,2day only",3.8,3.5,3.5
210,Blackberry Evolve,47990,42990,"i am loving it till now, working beautifully, key pad i love",4.4,4.3,3.8
211,Samsung Galaxy On7 Prime,12990,9990,"Mobile is being hanged while you disconnected the call display screen is blank for 2 to 4 minutes. If you press home button at the hanged time then it will be restarted.

I have visited service centre one time, at service centre, they have replaced the os but again after one month again same problem.",3.9,3.7,3.7
212,Intex Indie,8999,4799,Worst product battery problem from in new phone also manufacturing problem I think so,3.3,3.2,2.8
213,Nokia 6.1,20095,14999,"I have been using this phone since three months now. And It has been a delight to use it.
The build quality is top notch. And nothing to be worried or suspicious about.
The camera , as most people seem to.be unhappy about works just fine
The battery life is exceptionally well.
No lag issues. No hanging.  Android one to your rescue!
Simply awesome.",3.7,3.6,3.4
214,LG Q7,17000,15990,"I got a deal with 12000 for that price it is a good deal...
PRO:-I must say very good build quality, ip68 water resistance, very good screen quality very vibrant and punchy colours, 5.5 inch perfect one hand mobile. CPU performance is also good, I got a geek bench 4 single score 645 and multicore 2275 which is good. very good LTE speed and also support dual 4g sim and wifi speed.
Battery last easily one day.
cons:- Relatively weak processor with that price point
Little bit weak back camera but selfie camera good
sometimes fingerprint is not responsive

Overall I like the phone for my price point",,,
215,Huawei P20 Lite,22999,15999,Please do not invest in this phone I have already replaced one and the replacement too had issues 2 times I've got the screen changed. It's a waste and it's still giving me problems,4.2,3.9,3.7
216,Redmi 6 Pro,11499,10999,Front camera is poor rest things are good,4.3,4.1,3.9
